bg2010gj,bg2010ge,bg2020gj,bg2020ge,wt_pop,wt_adult,wt_hh,wt_fam,wt_hu,parea
G39000909737001,390099737001,G39000909737001,390099737001,1,1,1,1,1,1
G39000909737002,390099737002,G39000909737002,390099737002,1,1,1,1,1,1
G39000909737003,390099737003,G39000909737003,390099737003,1,1,1,1,1,1
G39000909738001,390099738001,G39000909738001,390099738001,1,1,1,1,1,1
G39000909738002,390099738002,G39000909738002,390099738002,1,1,1,1,1,1
G39000909738003,390099738003,G39000909738003,390099738003,1,1,1,1,1,1
G39000909738004,390099738004,G39000909738004,390099738004,1,1,1,1,1,1
G39000909739011,390099739011,G39000909739011,390099739011,1,1,1,1,1,1
G39000909739012,390099739012,G39000909739012,390099739012,1,1,1,1,1,1
G39000909739021,390099739021,G39000909730001,390099730001,0.04480964166,0.040978908734,0.077695749306,0.259526941199,0.076619794441,0.084255974114
G39000909739021,390099739021,G39000909739021,390099739021,0.457766202645,0.451571485657,0.567381970901,0.690968108305,0.570634781267,0.628713613777
G39000909739021,390099739021,G39000909739022,390099739022,0.497424155695,0.507449605609,0.354922279793,0.049504950495,0.352745424293,0.287030412109
G39001100401001,390110401001,G39001100401001,390110401001,1,1,1,1,1,1
G39001100401002,390110401002,G39001100401002,390110401002,1,1,1,1,1,1
G39001100401003,390110401003,G39001100401003,390110401003,1,1,1,1,1,1
G39001100401004,390110401004,G39001100401004,390110401004,1,1,1,1,1,1
G39001100402001,390110402001,G39001100402003,390110402003,1,1,1,1,1,1
G39001100402002,390110402002,G39001100402003,390110402003,0.863105175292,0.85313174946,0.865168539326,0.849397590361,0.86524822695,0.928670318671
G39001100402002,390110402002,G39001100402001,390110402001,0.136894824708,0.14686825054,0.134831460674,0.150602409639,0.13475177305,0.071329681329
G39001100402003,390110402003,G39001100402001,390110402001,1,1,1,1,1,0.999972725503
G39001100402003,390110402003,G39001100402003,390110402003,0,0,0,0,0,2.7274497e-5
G39001100402004,390110402004,G39001100402002,390110402002,1,1,1,1,1,1
G39001100403001,390110403001,G39001100403002,390110403002,1,1,1,1,1,1
G39001100403002,390110403002,G39001100403002,390110403002,1,1,1,1,1,1
G39001100403003,390110403003,G39001100403001,390110403001,1,1,1,1,1,1
G39001100404001,390110404001,G39001100404001,390110404001,1,1,1,1,1,1
G39001100404002,390110404002,G39001100404002,390110404002,1,1,1,1,1,1
G39001100404003,390110404003,G39001100404003,390110404003,1,1,1,1,1,1
G39001100404004,390110404004,G39001100404004,390110404004,1,1,1,1,1,1
G39001100404005,390110404005,G39001100404004,390110404004,1,1,1,1,1,1
G39001100405001,390110405001,G39001100405001,390110405001,1,1,1,1,1,1
G39001100405002,390110405002,G39001100405002,390110405002,1,1,1,1,1,1
G39001100405003,390110405003,G39001100405003,390110405003,1,1,1,1,1,1
G39001100405004,390110405004,G39001100405004,390110405004,1,1,1,1,1,1
G39001100406001,390110406001,G39001100406001,390110406001,1,1,1,1,1,1
G39001100406002,390110406002,G39001100406002,390110406002,1,1,1,1,1,1
G39001100406003,390110406003,G39001100406003,390110406003,1,1,1,1,1,1
G39001100406004,390110406004,G39001100406004,390110406004,1,1,1,1,1,1
G39001100409001,390110409001,G39001100409001,390110409001,1,1,1,1,1,1
G39001100409002,390110409002,G39001100409002,390110409002,0.878021978022,0.875,0.866855524079,0.869918699187,0.860635696822,0.981941649402
G39001100409002,390110409002,G39001100409003,390110409003,0.121978021978,0.125,0.133144475921,0.130081300813,0.139364303178,0.018058350598
G39001100409003,390110409003,G39001100409003,390110409003,1,1,1,1,1,1
G39001100410001,390110410001,G39001100410001,390110410001,1,1,1,1,1,1
G39001100410002,390110410002,G39001100410002,390110410002,1,1,1,1,1,1
G39001100410003,390110410003,G39001100410003,390110410003,1,1,1,1,1,1
G39001100411001,390110411001,G39001100411001,390110411001,1,1,1,1,1,1
G39001100411002,390110411002,G39001100411002,390110411002,1,1,1,1,1,1
G39001100411003,390110411003,G39001100411003,390110411003,1,1,1,1,1,0.998674766353
G39001100411003,390110411003,G39001100402002,390110402002,0,0,0,0,0,9.88813214e-4
G39001100411003,390110411003,G39001100403001,390110403001,0,0,0,0,0,3.36420433e-4
G39001100411004,390110411004,G39001100411004,390110411004,1,1,1,1,1,1
G39001100412011,390110412011,G39001100412011,390110412011,1,1,1,1,1,1
G39001100412012,390110412012,G39001100412012,390110412012,0.999993226461,0.999992011594,0.999985602292,1,0.999979397623,0.998822361402
G39001100412012,390110412012,G39001100412023,390110412023,6.773539e-6,7.988406e-6,1.4397708e-5,0,2.0602377e-5,0.001177638598
G39001100412021,390110412021,G39001100412021,390110412021,1,1,1,1,1,1
G39001100412022,390110412022,G39001100412022,390110412022,1,1,1,1,1,1
G39001100412023,390110412023,G39001100412023,390110412023,1,1,1,1,1,1
G39001100412024,390110412024,G39001100412024,390110412024,1,1,1,1,1,1
G39001100412025,390110412025,G39001100412025,390110412025,1,1,1,1,1,1
G39001300101001,390130101001,G39001300101001,390130101001,1,1,1,1,1,1
G39001300101002,390130101002,G39001300101002,390130101002,1,1,1,1,1,1
G39001300101003,390130101003,G39001300101003,390130101003,1,1,1,1,1,1
G39001300101004,390130101004,G39001300101004,390130101004,1,1,1,1,1,0.99998185037
G39001300101004,390130101004,G39001300101003,390130101003,0,0,0,0,0,1.814963e-5
G39001300101005,390130101005,G39001300101005,390130101005,1,1,1,1,1,1
G39001300101006,390130101006,G39001300101006,390130101006,1,1,1,1,1,1
G39001300102001,390130102001,G39001300102001,390130102001,1,1,1,1,1,1
G39001300102002,390130102002,G39001300102002,390130102002,1,1,1,1,1,1
G39001300102003,390130102003,G39001300102003,390130102003,1,1,1,1,1,1
G39001300102003,390130102003,G39001300102002,390130102002,0,0,0,0,0,0
G39001300102004,390130102004,G39001300102004,390130102004,1,1,1,1,1,1
G39001300103001,390130103001,G39001300103003,390130103003,0.81565753953,0.815875998121,0.803669724771,0.828425096031,0.796782387807,0.847086037409
G39001300103001,390130103001,G39001300103002,390130103002,0.18434246047,0.184124001879,0.196330275229,0.171574903969,0.203217612193,0.152913962591
G39001300103002,390130103002,G39001300103001,390130103001,1,1,1,1,1,1
G39001300106001,390130106001,G39001300106001,390130106001,1,1,1,1,1,1
G39001300106002,390130106002,G39001300106003,390130106003,1,1,1,1,1,1
G39001300106003,390130106003,G39001300106003,390130106003,1,1,1,1,1,1
G39001300106004,390130106004,G39001300106002,390130106002,1,1,1,1,1,1
G39001300107001,390130107001,G39001300107002,390130107002,0.596911608094,0.596904441454,0.600543478261,0.590566037736,0.561547479484,0.221871541449
G39001300107001,390130107001,G39001300107003,390130107003,0.403088391906,0.403095558546,0.399456521739,0.409433962264,0.438452520516,0.778128458551
G39001300107002,390130107002,G39001300107001,390130107001,1,1,1,1,1,1
G39001300108021,390130108021,G39001300108021,390130108021,1,1,1,1,1,1
G39001300108022,390130108022,G39001300108022,390130108022,1,1,1,1,1,0.999953285814
G39001300108022,390130108022,G39001300109011,390130109011,0,0,0,0,0,4.6714186e-5
G39001300109001,390130109001,G39001300109021,390130109021,1,1,1,1,1,0.999983758109
G39001300109001,390130109001,G39001300109011,390130109011,0,0,0,0,0,1.6241891e-5
G39001300109002,390130109002,G39001300109022,390130109022,1,1,1,1,1,1
G39001300109003,390130109003,G39001300109023,390130109023,1,1,1,1,1,1
G39001300109004,390130109004,G39001300109024,390130109024,1,1,1,1,1,1
G39001300109005,390130109005,G39001300109025,390130109025,1,1,1,1,1,1
G39001300109006,390130109006,G39001300109011,390130109011,0.997411098217,0.996734274046,0.996165877001,0.99751074367400006,0.996122504569,0.999645559857
G39001300109006,390130109006,G39001300108022,390130108022,0.002588901783,0.003265725954,0.003834122999,0.002489256326,0.003877495431,3.54440143e-4
G39001300110001,390130110001,G39001300110001,390130110001,1,1,1,1,1,1
G39001300110002,390130110002,G39001300110002,390130110002,1,1,1,1,1,1
G39001300110003,390130110003,G39001300110003,390130110003,1,1,1,1,1,1
G39001300110004,390130110004,G39001300110004,390130110004,1,1,1,1,1,1
G39001300110005,390130110005,G39001300110005,390130110005,1,1,1,1,1,1
G39001300112001,390130112001,G39001300112001,390130112001,1,1,1,1,1,1
G39001300112002,390130112002,G39001300112002,390130112002,1,1,1,1,1,1
G39001300112003,390130112003,G39001300112003,390130112003,1,1,1,1,1,1
G39001300113001,390130113001,G39001300113003,390130113003,0.66015037594,0.670886075949,0.724137931034,0.613259668508,0.710144927536,0.107571229016
G39001300113001,390130113001,G39001300113001,390130113001,0.33984962406,0.329113924051,0.275862068966,0.386740331492,0.289855072464,0.892428770984
G39001300113002,390130113002,G39001300113002,390130113002,1,1,1,1,1,1
G39001300113003,390130113003,G39001300113003,390130113003,0.992601726264,0.993788819876,0.994428969359,0.995798319328,0.994974874372,0.964225201442
G39001300113003,390130113003,G39001300113002,390130113002,0.007398273736,0.006211180124,0.005571030641,0.004201680672,0.005025125628,0.001801335473
G39001300113003,390130113003,G39001300113001,390130113001,0,0,0,0,0,0.033973463085
G39001300113004,390130113004,G39001300113001,390130113001,0.538728323699,0.536312849162,0.513447432763,0.564853556485,0.522727272727,0.578552906041
G39001300113004,390130113004,G39001300113003,390130113003,0.461271676301,0.463687150838,0.486552567237,0.435146443515,0.477272727273,0.421447093959
G39001300113005,390130113005,G39001300113001,390130113001,1,1,1,1,1,1
G39001300114001,390130114001,G39001300114001,390130114001,1,1,1,1,1,1
G39001300114002,390130114002,G39001300114002,390130114002,1,1,1,1,1,0.999995265981
G39001300114002,390130114002,G39001300117001,390130117001,0,0,0,0,0,4.734019e-6
G39001300114003,390130114003,G39001300114003,390130114003,1,1,1,1,1,1
G39001300114004,390130114004,G39001300114004,390130114004,0.996448863636,0.998203054807,0.998338870432,0.997409326425,0.997050147493,0.998870934358
G39001300114004,390130114004,G39001300114003,390130114003,0.003551136364,0.001796945193,0.001661129568,0.002590673575,0.002949852507,0.001129065642
G39001300115001,390130115001,G39001300115001,390130115001,0.996644295302,0.997122302158,0.997542997543,0.995192307692,0.998073217726,0.999824160664
G39001300115001,390130115001,G39001300114004,390130114004,0.003355704698,0.002877697842,0.002457002457,0.004807692308,0.001926782274,1.75839336e-4
G39001300115002,390130115002,G39001300115002,390130115002,1,1,1,1,1,1
G39001300116001,390130116001,G39001300116001,390130116001,1,1,1,1,1,1
G39001300116002,390130116002,G39001300116002,390130116002,1,1,1,1,1,1
G39001300117001,390130117001,G39001300117001,390130117001,1,1,1,1,1,0.99973843534
G39001300117001,390130117001,G39001300116001,390130116001,0,0,0,0,0,2.6156466e-4
G39001300117002,390130117002,G39001300117002,390130117002,1,1,1,1,1,0.999540364042
G39001300117002,390130117002,G39001300117001,390130117001,0,0,0,0,0,4.59635958e-4
G39001300119001,390130119001,G39001300119003,390130119003,1,1,1,1,1,1
G39001300119002,390130119002,G39001300119003,390130119003,0.491612903226,0.481418918919,0.495356037152,0.497512437811,0.493333333333,0.488947290127
G39001300119002,390130119002,G39001300119001,390130119001,0.508387096774,0.518581081081,0.504643962848,0.502487562189,0.506666666667,0.511052709873
G39001300119003,390130119003,G39001300119001,390130119001,1,1,1,1,1,1
G39001300119004,390130119004,G39001300119002,390130119002,0.746458923513,0.732727272727,0.718644067797,0.740331491713,0.724340175953,0.570922952524
G39001300119004,390130119004,G39001300119001,390130119001,0.25354107648700003,0.267272727273,0.281355932203,0.259668508287,0.275659824047,0.429077047476
G39001300120001,390130120001,G39001300120001,390130120001,1,1,1,1,1,1
G39001300120002,390130120002,G39001300120002,390130120002,1,1,1,1,1,1
G39001300120003,390130120003,G39001300120002,390130120002,1,1,1,1,1,1
G39001300121001,390130121001,G39001300121001,390130121001,1,1,1,1,1,1
G39001300122001,390130122001,G39001300122021,390130122021,1,1,1,1,1,1
G39001300122002,390130122002,G39001300122011,390130122011,1,1,1,1,1,1
G39001300122003,390130122003,G39001300122012,390130122012,1,1,1,1,1,1
G39001300122004,390130122004,G39001300122022,390130122022,1,1,1,1,1,1
G39001300123001,390130123001,G39001300123001,390130123001,1,1,1,1,1,0.999968252035
G39001300123001,390130123001,G39001300124001,390130124001,0,0,0,0,0,3.1747965e-5
G39001300123002,390130123002,G39001300123002,390130123002,1,1,1,1,1,1
G39001300123003,390130123003,G39001300123003,390130123003,1,1,1,1,1,1
G39001300124001,390130124001,G39001300124001,390130124001,1,1,1,1,1,1
G39001300124002,390130124002,G39001300124002,390130124002,1,1,1,1,1,1
G39001300124003,390130124003,G39001300124003,390130124003,1,1,1,1,1,1
G39001300124004,390130124004,G39001300124004,390130124004,1,1,1,1,1,1
G39001509512011,390159512011,G39001509512011,390159512011,1,1,1,1,1,1
G39001509512012,390159512012,G39001509512012,390159512012,1,1,1,1,1,1
G39001509512013,390159512013,G39001509512014,390159512014,0.217276267202,0.211979346807,0.209184070342,0.218847853298,0.178736057344,0.568966262215
G39001509512013,390159512013,G39002500401011,390250401011,0.00918578174,0.007505535612,0.008456250392,0.008889372979,0.006952348454,0.020546877421
G39001509512013,390159512013,G39001509512013,390159512013,0.773537951058,0.780515117581,0.782359679267,0.772262773723,0.814311594203,0.410486860364
G39001509512021,390159512021,G39001509512021,390159512021,1,1,1,1,1,0.99994347083
G39001509512021,390159512021,G39001509512023,390159512023,0,0,0,0,0,5.652917e-5
G39001509512022,390159512022,G39001509512022,390159512022,1,1,1,1,1,1
G39001509512023,390159512023,G39001509512023,390159512023,1,1,1,1,1,1
G39001509512024,390159512024,G39001509512024,390159512024,0.999481336706,0.999434090189,0.999424880876,0.999433310228,0.99944892894,0.999459146419
G39001509512024,390159512024,G39002500409001,390250409001,5.18663294e-4,5.65909811e-4,5.75119124e-4,0.00056668977199999995,5.5107106e-4,5.40853581e-4
G39001509513001,390159513001,G39001509513022,390159513022,0.615591397849,0.620323559151,0.641245972073,0.624657534247,0.641490433031,0.502679865462
G39001509513001,390159513001,G39001509513021,390159513021,0.384408602151,0.379676440849,0.358754027927,0.375342465753,0.358509566969,0.497320134538
G39001509513002,390159513002,G39001509513013,390159513013,1,1,1,1,1,0.99965122238
G39001509513002,390159513002,G39001509514002,390159514002,0,0,0,0,0,1.82001558e-4
G39001509513002,390159513002,G39001509513012,390159513012,0,0,0,0,0,1.66776063e-4
G39001509513003,390159513003,G39001509513013,390159513013,1,1,1,1,1,1
G39001509513004,390159513004,G39001509513011,390159513011,0.580706418534,0.579923622477,0.589207048458,0.586741889986,0.576131687243,0.306745629723
G39001509513004,390159513004,G39001509513012,390159513012,0.419293581466,0.420076377523,0.410792951542,0.413258110014,0.423868312757,0.691113145551
G39001509513004,390159513004,G39001509519001,390159519001,0,0,0,0,0,0.002141224726
G39001509514001,390159514001,G39001509514001,390159514001,1,1,1,1,1,1
G39001509514002,390159514002,G39001509514002,390159514002,1,1,1,1,1,0.999922757879
G39001509514002,390159514002,G39001509514003,390159514003,0,0,0,0,0,7.7242121e-5
G39001509514003,390159514003,G39001509514003,390159514003,1,1,1,1,1,1
G39001509515001,390159515001,G39001509515001,390159515001,1,1,1,1,1,1
G39001509515002,390159515002,G39001509515002,390159515002,1,1,1,1,1,1
G39001509515003,390159515003,G39001509515003,390159515003,1,1,1,1,1,1
G39001509515004,390159515004,G39001509515004,390159515004,0.999999708983,0.999999670541,0.999999670181,0.999999661776,0.999999649333,0.999876173968
G39001509515004,390159515004,G39001509515003,390159515003,2.91017e-7,3.29459e-7,3.29819e-7,3.38224e-7,3.50667e-7,1.105149e-6
G39001509515004,390159515004,G39001509516001,390159516001,0,0,0,0,0,1.22720883e-4
G39001509516001,390159516001,G39001509516001,390159516001,1,1,1,1,1,0.999815320386
G39001509516001,390159516001,G39001509517003,390159517003,0,0,0,0,0,1.84679614e-4
G39001509516002,390159516002,G39001509516002,390159516002,1,1,1,1,1,1
G39001509516003,390159516003,G39001509516003,390159516003,1,1,1,1,1,0.997990123731
G39001509516003,390159516003,G39001509516002,390159516002,0,0,0,0,0,0.002009876269
G39001509517001,390159517001,G39001509517001,390159517001,1,1,1,1,1,1
G39001509517002,390159517002,G39001509517002,390159517002,1,1,1,1,1,1
G39001509517003,390159517003,G39001509516001,390159516001,0,0,0,0,0,1.79483097e-4
G39001509517003,390159517003,G39001509517003,390159517003,1,1,1,1,1,0.999820516903
G39001509518001,390159518001,G39001509518001,390159518001,1,1,1,1,1,1
G39001509518002,390159518002,G39001509518002,390159518002,1,1,1,1,1,1
G39001509518003,390159518003,G39001509518003,390159518003,1,1,1,1,1,0.998472231
G39001509518003,390159518003,G39001509518001,390159518001,0,0,0,0,0,0.001527769
G39001509518004,390159518004,G39001509518004,390159518004,1,1,1,1,1,1
G39001509519001,390159519001,G39001509519001,390159519001,1,1,1,1,1,0.999516985649
G39001509519001,390159519001,G39001509513012,390159513012,0,0,0,0,0,4.83014351e-4
G39001509519002,390159519002,G39001509519002,390159519002,1,1,1,1,1,1
G39001509519003,390159519003,G39001509519003,390159519003,1,1,1,1,1,1
G39001509519004,390159519004,G39001509519004,390159519004,1,1,1,1,1,1
G39001700001001,390170001001,G39001700001001,390170001001,1,1,1,1,1,1
G39001700001002,390170001002,G39001700001002,390170001002,1,1,1,1,1,0.989731260111
G39001700001002,390170001002,G39001700001003,390170001003,0,0,0,0,0,0.010268739889
G39001700001003,390170001003,G39001700001003,390170001003,1,1,1,1,1,1
G39001700001004,390170001004,G39001700001004,390170001004,1,1,1,1,1,1
G39001700001005,390170001005,G39001700001005,390170001005,1,1,1,1,1,1
G39001700001006,390170001006,G39001700001006,390170001006,1,1,1,1,1,1
G39001700002001,390170002001,G39001700002001,390170002001,1,1,1,1,1,1
G39001700002002,390170002002,G39001700002002,390170002002,1,1,1,1,1,0.998434250602
